0.0,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.055,0.06,0.065,0.07,0.075,0.08,0.085,0.09,0.095,0.1,0.105,0.11,0.115,0.12,0.125,0.13,0.135,0.14,0.145,0.15,0.155,0.16,0.165,0.17,0.17500000000000002,0.18,0.185,0.19,0.195,0.2,0.20500000000000002
101299.99999999999,101385.74999999999,101471.49999999999,101557.24999999999,101642.99999999999,101728.74999999999,101814.49999999999,101900.24999999999,101985.99999999999,102071.74999999999,102157.49999999999,102243.24999999999,102328.99999999999,102414.74999999999,102500.49999999999,102586.24999999999,102671.99999999999,102757.74999999999,102843.49999999999,102929.24999999999,103014.99999999999,103100.74999999999,103186.49999999999,103272.24999999999,103357.99999999999,103443.74999999999,103529.49999999999,103615.24999999999,103700.99999999999,103786.74999999999,103872.49999999999,103958.24999999999,104043.99999999999,104129.74999999999,104215.49999999999,104301.24999999999,104386.99999999999,104472.74999999999,104558.49999999999,104644.24999999999,104729.99999999999,104815.74999999999
101299.99999999999,101308.90996017984,101317.81929119189,101326.72799844881,101335.63608736073,101344.54356333528,101353.4504317776,101362.35669809033,101371.2623676736,101380.16744592505,101389.07193823982,101397.9758500106,101406.87918662751,101415.78195347826,101424.68415594805,101433.58579941955,101442.48688927296,101451.387430886,101460.28742963393,101469.18689088953,101478.08582002303,101486.98422240226,101495.88210339252,101504.77946835668,101513.6763226551,101522.57267164566,101531.46852068382,101540.36387512248,101549.25874031214,101558.15312160086,101567.04702433416,101575.94045385507,101584.83341550427,101593.72591461988,101602.61795653761,101611.50954659068,101620.40069010986,101629.29139242346,101638.18165885734,101647.07149473492,101655.9609053771,101664.84374999999
101299.99999999999,101317.85242012219,101335.70200802835,101353.54877034282,101371.39271368364,101389.23384466255,101407.07216988511,101424.90769595058,101442.74042945194,101460.57037697593,101478.39754510306,101496.22194040765,101514.04356945772,101531.8624388151,101549.67855503544,101567.49192466821,101585.30255425662,101603.11045033773,101620.91561944244,101638.71806809546,101656.51780281535,101674.31483011447,101692.10915649914,101709.90078846944,101727.6897325194,101745.47599513689,101763.25958280363,101781.04050199527,101798.81875918138,101816.59436082542,101834.36731338473,101852.13762331063,101869.90529704833,101887.670341037,101905.43276170972,101923.19256549358,101940.94975880958,101958.70434807272,101976.45633969197,101994.20574007023,102011.95255560448,102029.68749999999
101299.99999999999,101326.82612479059,101353.64562217554,101380.45850232436,101407.26477539261,101434.06445152198,101460.85754084017,101487.644053461,101514.42399948448,101541.19738899673,101567.96423207007,101594.72453876304,101621.47831912046,101648.22558317338,101674.96634093915,101701.70060242145,101728.42837761033,101755.1496764821,101781.86450899963,101808.57288511207,101835.27481475509,101861.97030785083,101888.6593743079,101915.34202402146,101942.01826687316,101968.6881127313,101995.35157145072,102022.00865287292,102048.659366826,102075.30372312476,102101.94173157071,102128.57340195205,102155.19874404372,102181.81776760746,102208.43048239178,102235.03689813204,102261.6370245504,102288.23087135589,102314.81844824446,102341.39976489898,102367.97483098922,102394.53124999999
101299.99999999999,101335.83106592859,101371.65010138783,101407.45712371635,101443.25215022195,101479.03519818178,101514.80628484236,101550.56542741967,101586.3126430992,101622.04794903607,101657.77136235511,101693.48290015078,101729.18257948745,101764.87041739939,101800.54643089083,101836.21063693603,101871.8630524794,101907.50369443551,101943.1325796892,101978.74972509568,102014.35514748054,102049.94886363983,102085.53089034017,102121.10124431887,102156.65994228378,102192.20700091362,102227.74243685797,102263.26626673726,102298.77850714294,102334.27917463744,102369.76828575438,102405.24585699852,102440.71190484587,102476.16644574382,102511.60949611108,102547.04107233786,102582.4611907859,102617.86986778857,102653.26711965083,102688.65296264942,102724.02741303288,102759.37499999999
101299.99999999999,101344.8672352528,101389.7154133309,101434.54456368003,101479.35471568165,101524.1458986531,101568.91814184785,101613.67147445565,101658.4059256027,101703.12152435193,101747.81829970307,101792.49628059297,101837.15549589568,101881.79597442271,101926.4177449232,101971.0208360841,102015.60527653036,102060.1710948251,102104.71831946979,102149.2469789045,102193.75710150805,102238.24871559812,102282.72184943155,102327.17653120446,102371.6127890524,102416.03065105058,102460.4301452141,102504.811299498,102549.17414179757,102593.51869994838,102637.8450017266,102682.15307484912,102726.44294697372,102770.71464569923,102814.96819856574,102859.20363305473,102903.4209765893,102947.62025653433,102991.8015001966,103035.964734825,103080.10998761073,103124.21874999999
101299.99999999999,101357.57031983089,101415.10898728763,101472.61605961427,101530.09159389604,101587.53564705995,101644.94827587546,101702.32953695502,101759.67948675464,101816.99818157459,101874.28567755994,101931.54203070121,101988.76729683485,102045.96153164399,102103.12479065887,102160.2571292575,102217.3586026663,102274.42926596054,102331.46917406502,102388.47838175463,102445.45694365485,102502.40491424243,102559.32234784587,102616.20929864599,102673.06582067654,102729.8919678247,102786.68779383168,102843.45335229317,102900.1886966601,102956.89388023892,103013.56895619234,103070.21397753981,103126.82899715802,103183.41406778152,103239.96924200309,103296.49457227449,103352.99011090683,103409.45591007116,103465.892021799,103522.29849798273,103578.67539037633,103634.99999999999
101299.99999999999,101363.03322519042,101426.02840562718,101488.98561516106,101551.9049274189,101614.78641580447,101677.63015349938,101740.43621346416,101803.20466843908,101865.93559094508,101928.62905328476,101991.28512754325,102053.9038855891,102116.48539907523,102179.0297394398,102241.53697790712,102304.00718548855,102366.4404329834,102428.83679097983,102491.19632985558,102553.51911977901,102615.80523070991,102678.05473240037,102740.26769439565,102802.444186035,102864.58427645259,102926.68803457821,102988.75552913826,103050.78682865646,103112.78200145482,103174.74111565435,103236.66423917598,103298.55143974126,103360.40278487328,103422.21834189747,103483.99817794235,103545.74235994037,103607.45095462872,103669.12402855005,103730.7616480534,103792.36387929485,103853.90624999999
101299.99999999999,101372.16302910188,101444.2760208691,101516.33908419892,101588.35232761089,101660.31585924869,101732.22978688196,101804.09421790804,101875.90925935382,101947.67501787753,102019.39159977043,102091.05911095864,102162.6776570049,102234.24734311027,102305.76827411584,102377.24055450449,102448.6642884026,102520.03957958172,102591.36653146024,102662.64524710513,102733.87582923356,102805.05838021451,102876.19300207053,102947.2797964793,103018.31886477521,103089.31030795112,103160.25422665979,103231.15072121563,103301.99989159618,103372.80183744371,103443.55665806687,103514.26445244216,103584.92531921546,103655.53935670364,103726.10666289605,103796.62733545611,103867.1014717227,103937.52916871173,104007.91052311765,104078.24563131493,104148.5345893595,104218.74999999999
101299.99999999999,101381.32402779545,101462.58433861907,101543.78108685007,101624.9144262643,101705.98451003755,101786.9914907488,101867.93552038341,101948.8167503364,102029.63533141566,102110.39141384511,102191.08514726778,102271.71668074906,102352.28616277975,102432.79374127914,102513.23956359812,102593.62377652217,102673.9465262744,102754.2079585186,102834.40821836218,102914.5474503591,102994.62579851295,103074.64340627972,103154.60041657079,103234.49697175574,103314.33321366535,103394.10928359428,103473.82532230401,103553.48147002558,103633.07786646245,103712.61465079326,103792.0919616744,103871.50993724304,103950.8687151196,104030.1684324106,104109.4092257112,104188.591231108,104267.71458418157,104346.7794200091,104425.78587316707,104504.7340777338,104583.59374999999
101299.99999999999,101385.91622255587,101471.76125069577,101557.53526590069,101643.23844890225,101728.87097968692,101814.43303750032,101899.9248008515,101985.34644751718,102070.69815454581,102155.98009826193,102241.1924542701,102326.33539745917,102411.40910200625,102496.41374138075,102581.34948834842,102666.21651497534,102751.0149926318,102835.74509199634,102920.40698305957,103005.00083512803,103089.52681682806,103173.98509610958,103258.37584024995,103342.69921585762,103426.95538887594,103511.14452458682,103595.26678761443,103679.32234192883,103763.3113508496,103847.23397704952,103931.09038255796,104014.8807287646,104098.60517642288,104182.26388565352,104265.85701594797,104349.38472617188,104432.84717456852,104516.24451876216,104599.57691576151,104682.84452196298,104766.01562499999
101299.99999999999,101390.5162128529,101480.953326102,101571.31155147907,101661.59109979458,101751.79218094324,101841.91500390957,101931.95977677335,102021.92670671514,102111.81600002166,102201.6278620912,102291.36249743895,102381.02010970232,102470.60090164606,102560.10507516768,102649.53283130247,102738.88437022867,102828.15989127265,102917.35959291384,103006.4836727899,103095.53232770147,103184.50575361736,103273.40414567933,103362.22769820693,103450.97660470239,103539.65105785544,103628.25124954799,103716.77737085891,103805.22961206871,103893.60816266415,103981.91321134294,104070.14494601825,104158.30355382328,104246.38922111582,104334.40213348267,104422.3424757441,104510.21043195824,104598.0061854256,104685.72991869325,104773.38181355923,104860.9620510768,104948.43749999999
